"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Lat Pulldown (Cable)",,"",0,"normal",45,10,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Lat Pulldown (Cable)",,"",1,"normal",80,8,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Lat Pulldown (Cable)",,"",2,"normal",80,6,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Lat Pulldown (Cable)",,"",3,"normal",80,6,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Seated Row (Machine)",,"",0,"normal",44,10,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Seated Row (Machine)",,"",1,"normal",70,9,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Seated Row (Machine)",,"",2,"normal",75,7,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Seated Shoulder Press (Machine)",,"",0,"normal",50,10,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Seated Shoulder Press (Machine)",,"",1,"normal",80,10,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Seated Shoulder Press (Machine)",,"",2,"normal",85,9,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Seated Shoulder Press (Machine)",,"",3,"normal",85,10,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,10,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Preacher Curl (Dumbbell)",,"",0,"normal",11,11,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Preacher Curl (Dumbbell)",,"",1,"normal",11,11,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Preacher Curl (Dumbbell)",,"",2,"normal",11,11,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Triceps Extension (Cable)",,"",0,"normal",55,10,,,
"Upper gym","13 Mar 2025, 19:35","13 Mar 2025, 20:29","","Triceps Extension (Cable)",,"",1,"normal",55,10,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Seated Leg Curl (Machine)",,"",0,"normal",29,10,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Seated Leg Curl (Machine)",,"",1,"normal",50,6,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Seated Leg Curl (Machine)",,"",2,"normal",50,8,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Seated Leg Curl (Machine)",,"",3,"normal",50,9,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Romanian Deadlift (Barbell)",,"",0,"normal",25,10,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Romanian Deadlift (Barbell)",,"",1,"normal",40,10,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Romanian Deadlift (Barbell)",,"",2,"normal",40,9,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Leg Press (Machine)",,"",0,"normal",80,10,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Leg Press (Machine)",,"",1,"normal",130,8,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Leg Press (Machine)",,"",2,"normal",130,9,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Leg Press (Machine)",,"",3,"normal",130,10,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Leg Extension (Machine)",,"",0,"normal",49.5,12,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Leg Extension (Machine)",,"",1,"normal",63,11,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Leg Extension (Machine)",,"",2,"normal",63,13,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Single Leg Standing Calf Raise (Dumbbell)",,"",0,"normal",,10,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Single Leg Standing Calf Raise (Dumbbell)",,"",1,"normal",12.5,10,,,
"Lower gym","12 Mar 2025, 19:44","12 Mar 2025, 20:42","","Single Leg Standing Calf Raise (Dumbbell)",,"",2,"normal",12.5,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Chest Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Chest Press (Machine)",,"",1,"normal",58,8,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Chest Press (Machine)",,"",2,"normal",66,5,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Chest Press (Machine)",,"",3,"normal",59,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Lat Pulldown (Cable)",,"",0,"normal",45,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Lat Pulldown (Cable)",,"",1,"normal",73,9,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Lat Pulldown (Cable)",,"",2,"normal",79,8,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Lat Pulldown (Cable)",,"",3,"normal",79,6,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Seated Row (Machine)",,"",0,"normal",44,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Seated Row (Machine)",,"",1,"normal",86,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Seated Row (Machine)",,"",2,"normal",86,9,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Seated Row (Machine)",,"",3,"normal",86,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Shoulder Press (Dumbbell)",,"",0,"normal",15,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Shoulder Press (Dumbbell)",,"",1,"normal",22.6,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Shoulder Press (Dumbbell)",,"",2,"normal",22.5,9,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Shoulder Press (Dumbbell)",,"",3,"normal",22.5,8,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Preacher Curl (Dumbbell)",,"",0,"normal",11,11,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Preacher Curl (Dumbbell)",,"",1,"normal",11,11,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Preacher Curl (Dumbbell)",,"",2,"normal",11,11,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Preacher Curl (Dumbbell)",,"",3,"normal",11,11,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Triceps Extension (Cable)",,"",0,"normal",55,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Triceps Extension (Cable)",,"",1,"normal",55,10,,,
"Upper gym","10 Mar 2025, 18:25","10 Mar 2025, 19:36","","Triceps Extension (Cable)",,"",2,"normal",55,9,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Chest Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Chest Press (Machine)",,"",1,"normal",66,4,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Chest Press (Machine)",,"",2,"normal",59,10,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Lat Pulldown (Cable)",,"",0,"normal",45,10,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Lat Pulldown (Cable)",,"",1,"normal",73,7,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Lat Pulldown (Cable)",,"",2,"normal",73,9,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Lat Pulldown (Cable)",,"",3,"normal",73,8,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Seated Row (Machine)",,"",0,"normal",44,10,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Seated Row (Machine)",,"",1,"normal",86,9,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Seated Row (Machine)",,"",2,"normal",86,8,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Seated Row (Machine)",,"",3,"normal",86,6,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Shoulder Press (Dumbbell)",,"",0,"normal",15,10,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Shoulder Press (Dumbbell)",,"",1,"normal",22.6,9,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Shoulder Press (Dumbbell)",,"",2,"normal",22.5,8,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Shoulder Press (Dumbbell)",,"",3,"normal",22.5,6,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,10,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Preacher Curl (Dumbbell)",,"",0,"normal",11,11,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Preacher Curl (Dumbbell)",,"",1,"normal",11,11,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Preacher Curl (Dumbbell)",,"",2,"normal",11,11,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Triceps Extension (Cable)",,"",0,"normal",55,10,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Triceps Extension (Cable)",,"",1,"normal",55,10,,,
"Upper gym","6 Mar 2025, 19:52","6 Mar 2025, 20:46","","Triceps Extension (Cable)",,"",2,"normal",55,9,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Seated Leg Curl (Machine)",,"",0,"normal",29,10,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Seated Leg Curl (Machine)",,"",1,"normal",40.5,10,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Seated Leg Curl (Machine)",,"",2,"normal",40.5,9,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Seated Leg Curl (Machine)",,"",3,"normal",40.5,9,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Squat (Barbell)",,"",0,"normal",40,10,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Squat (Barbell)",,"",1,"normal",50,7,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Squat (Barbell)",,"",2,"normal",50,6,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Squat (Barbell)",,"",3,"normal",50,10,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Romanian Deadlift (Barbell)",,"",0,"normal",25,10,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Romanian Deadlift (Barbell)",,"",1,"normal",40,10,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Romanian Deadlift (Barbell)",,"",2,"normal",40,10,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Romanian Deadlift (Barbell)",,"",3,"normal",40,10,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Leg Press (Machine)",,"",0,"normal",80,10,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Leg Press (Machine)",,"",1,"normal",120,10,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Leg Press (Machine)",,"",2,"normal",120,10,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Leg Press (Machine)",,"",3,"normal",120,10,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Leg Extension (Machine)",,"",0,"normal",49.5,12,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Leg Extension (Machine)",,"",1,"normal",58.5,11,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Leg Extension (Machine)",,"",2,"normal",58.5,10,,,
"Lower gym","5 Mar 2025, 18:26","5 Mar 2025, 19:29","","Leg Extension (Machine)",,"",3,"normal",58,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Chest Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Chest Press (Machine)",,"",1,"normal",66,7,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Chest Press (Machine)",,"",2,"normal",66,9,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Chest Press (Machine)",,"",3,"normal",66,6,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Lat Pulldown (Cable)",,"",0,"normal",45,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Lat Pulldown (Cable)",,"",1,"normal",73,9,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Lat Pulldown (Cable)",,"",2,"normal",79,5,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Lat Pulldown (Cable)",,"",3,"normal",73,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Seated Row (Machine)",,"",0,"normal",44,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Seated Row (Machine)",,"",1,"normal",87,8,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Seated Row (Machine)",,"",2,"normal",87,9,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Seated Row (Machine)",,"",3,"normal",87,7,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Shoulder Press (Dumbbell)",,"",0,"normal",15,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Shoulder Press (Dumbbell)",,"",1,"normal",20,11,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Shoulder Press (Dumbbell)",,"",2,"normal",20,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Shoulder Press (Dumbbell)",,"",3,"normal",20,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Lateral Raise (Dumbbell)",,"",3,"normal",10,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Preacher Curl (Dumbbell)",,"",0,"normal",11,11,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Preacher Curl (Dumbbell)",,"",1,"normal",11,11,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Preacher Curl (Dumbbell)",,"",2,"normal",11,11,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Triceps Extension (Cable)",,"",0,"normal",55,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Triceps Extension (Cable)",,"",1,"normal",55,10,,,
"Upper gym","4 Mar 2025, 17:52","4 Mar 2025, 19:04","","Triceps Extension (Cable)",,"",2,"normal",55,9,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Chest Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Chest Press (Machine)",,"",1,"normal",75,8,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Chest Press (Machine)",,"",2,"normal",80,6,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Chest Press (Machine)",,"",3,"normal",80,6,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Lat Pulldown (Cable)",,"",0,"normal",45,10,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Lat Pulldown (Cable)",,"",1,"normal",75,8,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Lat Pulldown (Cable)",,"",2,"normal",80,6,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Lat Pulldown (Cable)",,"",3,"normal",80,6,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Seated Row (Machine)",,"",0,"normal",35,10,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Seated Row (Machine)",,"",1,"normal",70,9,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Seated Row (Machine)",,"",2,"normal",70,9,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Seated Row (Machine)",,"",3,"normal",75,6,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Shoulder Press (Dumbbell)",,"",0,"normal",15,10,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Shoulder Press (Dumbbell)",,"",1,"normal",20,12,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Shoulder Press (Dumbbell)",,"",2,"normal",20,10,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Shoulder Press (Dumbbell)",,"",3,"normal",20,10,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,10,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Bicep Curl (Dumbbell)",,"",0,"normal",10,9,,,
"Upper gym","27 Feb 2025, 15:37","27 Feb 2025, 17:00","","Triceps Extension (Cable)",,"",0,"normal",55,10,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Seated Leg Curl (Machine)",,"",0,"normal",29,10,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Seated Leg Curl (Machine)",,"",1,"normal",50,5,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Seated Leg Curl (Machine)",,"",2,"normal",50,9,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Seated Leg Curl (Machine)",,"",3,"normal",50,8,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Squat (Barbell)",,"",0,"normal",40,10,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Squat (Barbell)",,"",1,"normal",60,4,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Squat (Barbell)",,"",2,"normal",70,3,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Romanian Deadlift (Barbell)",,"",0,"normal",25,10,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Romanian Deadlift (Barbell)",,"",1,"normal",42,10,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Romanian Deadlift (Barbell)",,"",2,"normal",45,10,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Romanian Deadlift (Barbell)",,"",3,"normal",45,9,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Leg Press (Machine)",,"",0,"normal",120,5,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Leg Press (Machine)",,"",1,"normal",140,7,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Leg Press (Machine)",,"",2,"normal",140,7,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Leg Press (Machine)",,"",3,"normal",140,8,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Leg Extension (Machine)",,"",0,"normal",43,10,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Leg Extension (Machine)",,"",1,"normal",63,12,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Leg Extension (Machine)",,"",2,"normal",63,9,,,
"Lower gym","26 Feb 2025, 14:29","26 Feb 2025, 15:40","","Leg Extension (Machine)",,"",3,"normal",63,10,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Chest Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Chest Press (Machine)",,"",1,"normal",75,8,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Chest Press (Machine)",,"",2,"normal",80,8,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Chest Press (Machine)",,"",3,"normal",80,9,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Lat Pulldown (Cable)",,"",0,"normal",45,10,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Lat Pulldown (Cable)",,"",1,"normal",80,5,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Lat Pulldown (Cable)",,"",2,"normal",80,5,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Lat Pulldown (Cable)",,"",3,"normal",70,11,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Seated Row (Machine)",,"",0,"normal",35,10,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Seated Row (Machine)",,"",1,"normal",70,9,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Seated Row (Machine)",,"",2,"normal",70,10,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Seated Row (Machine)",,"",3,"normal",75,6,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Seated Shoulder Press (Machine)",,"",0,"normal",50,10,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Seated Shoulder Press (Machine)",,"",1,"normal",100,7,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Seated Shoulder Press (Machine)",,"",2,"normal",100,8,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Seated Shoulder Press (Machine)",,"",3,"normal",100,7,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Triceps Extension (Cable)",,"",0,"normal",55,10,,,
"Upper gym","25 Feb 2025, 21:47","25 Feb 2025, 22:22","","Incline Bench Press (Dumbbell)",,"",0,"normal",,3,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Seated Leg Curl (Machine)",,"",0,"normal",29,10,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Seated Leg Curl (Machine)",,"",1,"normal",43,8,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Seated Leg Curl (Machine)",,"",2,"normal",50,6,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Seated Leg Curl (Machine)",,"",3,"normal",50,6,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Romanian Deadlift (Barbell)",,"",0,"normal",25,10,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Romanian Deadlift (Barbell)",,"",1,"normal",40,10,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Romanian Deadlift (Barbell)",,"",2,"normal",40,11,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Romanian Deadlift (Barbell)",,"",3,"normal",40,10,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Leg Press (Machine)",,"",0,"normal",50,10,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Leg Press (Machine)",,"",1,"normal",130,8,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Leg Press (Machine)",,"",2,"normal",130,9,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Leg Press (Machine)",,"",3,"normal",130,10,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Leg Press (Machine)",,"",4,"normal",130,10,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Leg Extension (Machine)",,"",0,"normal",43,12,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Leg Extension (Machine)",,"",1,"normal",57,12,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Leg Extension (Machine)",,"",2,"normal",63,10,,,
"Lower gym","23 Feb 2025, 15:04","23 Feb 2025, 16:02","","Leg Extension (Machine)",,"",3,"normal",63,9,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Chest Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Chest Press (Machine)",,"",1,"normal",70,4,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Chest Press (Machine)",,"",2,"normal",70,3,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Chest Press (Machine)",,"",3,"normal",63,10,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Lat Pulldown (Cable)",,"",0,"normal",45,10,,,
