"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Lat Pulldown (Cable)",,"",1,"normal",80,5,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Lat Pulldown (Cable)",,"",2,"normal",80,4,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Lat Pulldown (Cable)",,"",3,"normal",80,4,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Seated Row (Machine)",,"",0,"normal",35,10,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Seated Row (Machine)",,"",1,"normal",70,8,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Seated Row (Machine)",,"",2,"normal",70,9,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Seated Row (Machine)",,"",3,"normal",70,7,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Seated Shoulder Press (Machine)",,"",0,"normal",36,10,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Seated Shoulder Press (Machine)",,"",1,"normal",50,3,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Seated Shoulder Press (Machine)",,"",2,"normal",50,5,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Seated Shoulder Press (Machine)",,"",3,"normal",50,6,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Incline Bench Press (Dumbbell)",,"",0,"normal",27.5,6,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Incline Bench Press (Dumbbell)",,"",1,"normal",27.5,4,,,
"Upper gym","22 Feb 2025, 15:55","22 Feb 2025, 16:43","","Incline Bench Press (Dumbbell)",,"",2,"normal",25,5,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Chest Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Chest Press (Machine)",,"",1,"normal",75,9,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Chest Press (Machine)",,"",2,"normal",75,8,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Chest Press (Machine)",,"",3,"normal",75,6,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Lat Pulldown (Cable)",,"",0,"normal",45,10,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Lat Pulldown (Cable)",,"",1,"normal",80,6,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Lat Pulldown (Cable)",,"",2,"normal",75,8,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Lat Pulldown (Cable)",,"",3,"normal",75,7,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Seated Row (Machine)",,"",0,"normal",35,10,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Seated Row (Machine)",,"",1,"normal",65,11,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Seated Row (Machine)",,"",2,"normal",65,9,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Seated Row (Machine)",,"",3,"normal",68,8,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Seated Shoulder Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Seated Shoulder Press (Machine)",,"",1,"normal",100,6,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Seated Shoulder Press (Machine)",,"",2,"normal",100,5,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Seated Shoulder Press (Machine)",,"",3,"normal",90,6,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Lateral Raise (Dumbbell)",,"",3,"normal",10,10,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Bicep Curl (Dumbbell)",,"",0,"normal",15,9,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Bicep Curl (Dumbbell)",,"",1,"normal",12.5,8,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Triceps Extension (Dumbbell)",,"",0,"normal",20,10,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Triceps Extension (Dumbbell)",,"",1,"normal",20,10,,,
"Upper gym","20 Feb 2025, 18:10","20 Feb 2025, 19:31","","Triceps Extension (Dumbbell)",,"",2,"normal",20,10,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Seated Leg Curl (Machine)",,"",0,"normal",29,10,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Seated Leg Curl (Machine)",,"",1,"normal",43,9,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Seated Leg Curl (Machine)",,"",2,"normal",50,8,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Seated Leg Curl (Machine)",,"",3,"normal",50,7,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Romanian Deadlift (Barbell)",,"",0,"normal",25,10,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Romanian Deadlift (Barbell)",,"",1,"normal",40,10,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Romanian Deadlift (Barbell)",,"",2,"normal",40,11,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Romanian Deadlift (Barbell)",,"",3,"normal",40,10,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Leg Press (Machine)",,"",0,"normal",50,10,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Leg Press (Machine)",,"",1,"normal",130,6,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Leg Press (Machine)",,"",2,"normal",130,8,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Leg Press (Machine)",,"",3,"normal",130,11,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Leg Extension (Machine)",,"",0,"normal",43,12,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Leg Extension (Machine)",,"",1,"normal",57,10,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Leg Extension (Machine)",,"",2,"normal",57,12,,,
"Lower gym","19 Feb 2025, 16:59","19 Feb 2025, 17:51","","Leg Extension (Machine)",,"",3,"normal",57,12,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Chest Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Chest Press (Machine)",,"",1,"normal",70,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Chest Press (Machine)",,"",2,"normal",75,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Chest Press (Machine)",,"",3,"normal",75,9,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Lat Pulldown (Cable)",,"",0,"normal",45,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Lat Pulldown (Cable)",,"",1,"normal",75,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Lat Pulldown (Cable)",,"",2,"normal",80,7,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Lat Pulldown (Cable)",,"",3,"normal",75,7,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Seated Row (Machine)",,"",0,"normal",35,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Seated Row (Machine)",,"",1,"normal",65,9,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Seated Row (Machine)",,"",2,"normal",65,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Seated Row (Machine)",,"",3,"normal",65,8,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Seated Shoulder Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Seated Shoulder Press (Machine)",,"",1,"normal",90,9,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Seated Shoulder Press (Machine)",,"",2,"normal",90,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Seated Shoulder Press (Machine)",,"",3,"normal",90,8,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Bicep Curl (Dumbbell)",,"",0,"normal",12.5,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Bicep Curl (Dumbbell)",,"",1,"normal",12.5,8,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Bicep Curl (Dumbbell)",,"",2,"normal",10,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Triceps Extension (Dumbbell)",,"",0,"normal",20,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Triceps Extension (Dumbbell)",,"",1,"normal",20,10,,,
"Upper gym","17 Feb 2025, 19:22","17 Feb 2025, 20:22","","Triceps Extension (Dumbbell)",,"",2,"normal",20,10,,,
"Lower gym","16 Feb 2025, 16:03","16 Feb 2025, 17:34","","Seated Leg Curl (Machine)",,"",0,"normal",29,10,,,
"Lower gym","16 Feb 2025, 16:03","16 Feb 2025, 17:34","","Seated Leg Curl (Machine)",,"",1,"normal",43,9,,,
"Lower gym","16 Feb 2025, 16:03","16 Feb 2025, 17:34","","Seated Leg Curl (Machine)",,"",2,"normal",50,8,,,
"Lower gym","16 Feb 2025, 16:03","16 Feb 2025, 17:34","","Seated Leg Curl (Machine)",,"",3,"normal",50,8,,,
"Lower gym","16 Feb 2025, 16:03","16 Feb 2025, 17:34","","Squat (Barbell)",,"",0,"normal",40,10,,,
"Lower gym","16 Feb 2025, 16:03","16 Feb 2025, 17:34","","Squat (Barbell)",,"",1,"normal",60,8,,,
"Lower gym","16 Feb 2025, 16:03","16 Feb 2025, 17:34","","Squat (Barbell)",,"",2,"normal",60,7,,,
"Lower gym","16 Feb 2025, 16:03","16 Feb 2025, 17:34","","Squat (Barbell)",,"",3,"normal",60,6,,,
"Lower gym","16 Feb 2025, 16:03","16 Feb 2025, 17:34","","Romanian Deadlift (Barbell)",,"",0,"normal",25,10,,,
"Lower gym","16 Feb 2025, 16:03","16 Feb 2025, 17:34","","Leg Press (Machine)",,"",0,"normal",50,10,,,
"Lower gym","16 Feb 2025, 16:03","16 Feb 2025, 17:34","","Leg Press (Machine)",,"",1,"normal",120,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Chest Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Chest Press (Machine)",,"",1,"normal",70,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Chest Press (Machine)",,"",2,"normal",75,7,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Chest Press (Machine)",,"",3,"normal",75,7,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Lat Pulldown (Cable)",,"",0,"normal",45,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Lat Pulldown (Cable)",,"",1,"normal",65,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Lat Pulldown (Cable)",,"",2,"normal",75,7,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Lat Pulldown (Cable)",,"",3,"normal",75,7,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Seated Row (Machine)",,"",0,"normal",35,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Seated Row (Machine)",,"",1,"normal",65,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Seated Row (Machine)",,"",2,"normal",65,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Seated Row (Machine)",,"",3,"normal",65,6,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Seated Shoulder Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Seated Shoulder Press (Machine)",,"",1,"normal",85,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Seated Shoulder Press (Machine)",,"",2,"normal",90,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Seated Shoulder Press (Machine)",,"",3,"normal",95,6,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Lateral Raise (Dumbbell)",,"",0,"normal",5,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Bicep Curl (Dumbbell)",,"",0,"normal",12.5,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Bicep Curl (Dumbbell)",,"",1,"normal",7.5,8,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Bicep Curl (Dumbbell)",,"",2,"normal",10,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Triceps Extension (Cable)",,"",0,"normal",55,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Triceps Extension (Cable)",,"",1,"normal",55,10,,,
"Upper gym","15 Feb 2025, 15:49","15 Feb 2025, 16:47","","Triceps Extension (Cable)",,"",2,"normal",55,9,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Seated Leg Curl (Machine)",,"",0,"normal",29,10,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Seated Leg Curl (Machine)",,"",1,"normal",43,9,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Seated Leg Curl (Machine)",,"",2,"normal",50,8,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Seated Leg Curl (Machine)",,"",3,"normal",50,8,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Romanian Deadlift (Barbell)",,"",0,"normal",25,10,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Romanian Deadlift (Barbell)",,"",1,"normal",40,10,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Romanian Deadlift (Barbell)",,"",2,"normal",40,10,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Romanian Deadlift (Barbell)",,"",3,"normal",40,11,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Leg Press (Machine)",,"",0,"normal",90,10,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Leg Press (Machine)",,"",1,"normal",120,10,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Leg Press (Machine)",,"",2,"normal",120,10,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Leg Press (Machine)",,"",3,"normal",130,10,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Leg Press (Machine)",,"",4,"normal",130,7,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Leg Extension (Machine)",,"",0,"normal",43,12,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Leg Extension (Machine)",,"",1,"normal",57,12,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Leg Extension (Machine)",,"",2,"normal",57,11,,,
"Lower gym","13 Feb 2025, 18:02","13 Feb 2025, 19:13","","Leg Extension (Machine)",,"",3,"normal",57,10,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Chest Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Chest Press (Machine)",,"",1,"normal",70,8,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Chest Press (Machine)",,"",2,"normal",75,8,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Chest Press (Machine)",,"",3,"normal",75,7,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Lat Pulldown (Cable)",,"",0,"normal",45,10,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Lat Pulldown (Cable)",,"",1,"normal",60,8,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Lat Pulldown (Cable)",,"",2,"normal",60,10,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Lat Pulldown (Cable)",,"",3,"normal",60,10,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Seated Row (Machine)",,"",0,"normal",35,10,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Seated Row (Machine)",,"",1,"normal",50,9,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Seated Row (Machine)",,"",2,"normal",50,10,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Seated Shoulder Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Seated Shoulder Press (Machine)",,"",1,"normal",85,8,,,
"Upper gym","12 Feb 2025, 18:58","12 Feb 2025, 19:54","","Seated Shoulder Press (Machine)",,"",2,"normal",90,7,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Chest Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Chest Press (Machine)",,"",1,"normal",70,10,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Chest Press (Machine)",,"",2,"normal",75,8,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Chest Press (Machine)",,"",3,"normal",75,7,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Rope Straight Arm Pulldown",,"",0,"normal",20,10,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Rope Straight Arm Pulldown",,"",1,"normal",30,9,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Rope Straight Arm Pulldown",,"",2,"normal",30,10,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Rope Straight Arm Pulldown",,"",3,"normal",30,10,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",45,10,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",50,10,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",50,10,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",50,9,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Seated Shoulder Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Seated Shoulder Press (Machine)",,"",1,"normal",85,10,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Seated Shoulder Press (Machine)",,"",2,"normal",90,9,,,
"Upper gym","10 Feb 2025, 19:12","10 Feb 2025, 20:19","","Seated Shoulder Press (Machine)",,"",3,"normal",90,8,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Seated Leg Curl (Machine)",,"",0,"normal",29,10,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Seated Leg Curl (Machine)",,"",1,"normal",43,10,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Seated Leg Curl (Machine)",,"",2,"normal",50,10,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Seated Leg Curl (Machine)",,"",3,"normal",50,9,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Romanian Deadlift (Barbell)",,"",0,"normal",25,10,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Romanian Deadlift (Barbell)",,"",1,"normal",40,10,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Romanian Deadlift (Barbell)",,"",2,"normal",40,10,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Romanian Deadlift (Barbell)",,"",3,"normal",40,10,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Leg Press (Machine)",,"",0,"normal",80,10,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Leg Press (Machine)",,"",1,"normal",120,11,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Leg Press (Machine)",,"",2,"normal",120,10,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Leg Press (Machine)",,"",3,"normal",120,10,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Leg Press (Machine)",,"",4,"normal",120,8,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Leg Extension (Machine)",,"",0,"normal",43,14,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Leg Extension (Machine)",,"",1,"normal",57,12,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Leg Extension (Machine)",,"",2,"normal",57,12,,,
"Lower gym","9 Feb 2025, 17:33","9 Feb 2025, 18:42","","Leg Extension (Machine)",,"",3,"normal",57,10,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Chest Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Chest Press (Machine)",,"",1,"normal",70,9,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Chest Press (Machine)",,"",2,"normal",75,7,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Chest Press (Machine)",,"",3,"normal",75,6,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Rope Straight Arm Pulldown",,"",0,"normal",20,10,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Rope Straight Arm Pulldown",,"",1,"normal",30,10,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Rope Straight Arm Pulldown",,"",2,"normal",30,9,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",45,10,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",50,10,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",50,7,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",50,9,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Seated Shoulder Press (Machine)",,"",0,"normal",45,10,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Seated Shoulder Press (Machine)",,"",1,"normal",85,10,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Seated Shoulder Press (Machine)",,"",2,"normal",90,9,,,
"Upper gym","8 Feb 2025, 20:56","8 Feb 2025, 21:51","","Seated Shoulder Press (Machine)",,"",3,"normal",80,8,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Seated Leg Curl (Machine)",,"",0,"normal",29,10,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Seated Leg Curl (Machine)",,"",1,"normal",43,10,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Seated Leg Curl (Machine)",,"",2,"normal",50,5,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Seated Leg Curl (Machine)",,"",3,"normal",43,10,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Squat (Barbell)",,"",0,"normal",40,10,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Squat (Barbell)",,"",1,"normal",60,8,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Squat (Barbell)",,"",2,"normal",60,7,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Squat (Barbell)",,"",3,"normal",60,6,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Romanian Deadlift (Barbell)",,"",0,"normal",25,10,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Romanian Deadlift (Barbell)",,"",1,"normal",30,11,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Romanian Deadlift (Barbell)",,"",2,"normal",40,10,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Romanian Deadlift (Barbell)",,"",3,"normal",48,10,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Leg Press (Machine)",,"",0,"normal",110,10,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Leg Press (Machine)",,"",1,"normal",110,10,,,
"Lower gym","6 Feb 2025, 18:01","6 Feb 2025, 19:17","","Leg Press (Machine)",,"",2,"normal",110,9,,,
