Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2024-10-21 18:42:02,"Upper",1h 12m,"Lat Pulldown (Cable)",2,72.5,6,0,0,,,
2024-10-21 18:42:02,"Upper",1h 12m,"Lat Pulldown (Cable)",3,72.5,8,0,0,,,
2024-10-21 18:42:02,"Upper",1h 12m,"Lat Pulldown (Cable)",4,73.0,6,0,0,,,
2024-10-21 18:42:02,"Upper",1h 12m,"Chest Press (Machine)",1,36.0,10,0,0,"",,
2024-10-21 18:42:02,"Upper",1h 12m,"Chest Press (Machine)",2,50.0,10,0,0,,,
2024-10-21 18:42:02,"Upper",1h 12m,"Chest Press (Machine)",3,55.0,10,0,0,,,
2024-10-21 18:42:02,"Upper",1h 12m,"Chest Press (Machine)",4,55.0,9,0,0,,,
2024-10-21 18:42:02,"Upper",1h 12m,"Seated Row (Cable)",1,30.0,10,0,0,"",,
2024-10-21 18:42:02,"Upper",1h 12m,"Seated Row (Cable)",2,67.5,10,0,0,,,
2024-10-21 18:42:02,"Upper",1h 12m,"Seated Row (Cable)",3,69.0,10,0,0,,,
2024-10-21 18:42:02,"Upper",1h 12m,"Seated Row (Cable)",4,69.0,10,0,0,,,
2024-10-21 18:42:02,"Upper",1h 12m,"Triceps Extension (Dumbbell)",1,22.5,10,0,0,"",,
2024-10-21 18:42:02,"Upper",1h 12m,"Triceps Extension (Dumbbell)",2,22.5,10,0,0,,,
2024-10-21 18:42:02,"Upper",1h 12m,"Incline Chest Fly (Dumbbell)",1,12.5,6,0,0,"",,
2024-10-21 18:42:02,"Upper",1h 12m,"Incline Chest Fly (Dumbbell)",2,12.5,5,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Squat (Barbell)",1,20.0,10,0,0,"","",
2024-10-23 20:14:13,"Lower Body",34m,"Squat (Barbell)",2,40.0,10,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Squat (Barbell)",3,50.0,5,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Squat (Barbell)",4,50.0,6,0,0,,,6
2024-10-23 20:14:13,"Lower Body",34m,"Squat (Barbell)",5,55.0,3,0,0,,,6
2024-10-23 20:14:13,"Lower Body",34m,"Leg Press",1,80.0,8,0,0,"",,
2024-10-23 20:14:13,"Lower Body",34m,"Leg Press",2,120.0,7,0,0,,,9
2024-10-23 20:14:13,"Lower Body",34m,"Leg Press",3,120.0,9,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Leg Press",4,120.0,9,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Seated Leg Curl (Machine)",1,23.0,10,0,0,"",,
2024-10-23 20:14:13,"Lower Body",34m,"Seated Leg Curl (Machine)",2,43.0,7,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Seated Leg Curl (Machine)",3,43.0,6,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Seated Leg Curl (Machine)",4,43.0,6,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Standing Calf Raise (Dumbbell)",1,15.0,9,0,0,"",,
2024-10-23 20:14:13,"Lower Body",34m,"Standing Calf Raise (Dumbbell)",2,15.0,6,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Squat (Barbell)",1,20.0,10,0,0,"","",
2024-10-23 20:14:13,"Lower Body",34m,"Squat (Barbell)",2,40.0,10,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Squat (Barbell)",3,50.0,5,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Squat (Barbell)",4,50.0,6,0,0,,,6
2024-10-23 20:14:13,"Lower Body",34m,"Squat (Barbell)",5,55.0,3,0,0,,,6
2024-10-23 20:14:13,"Lower Body",34m,"Leg Press",1,80.0,8,0,0,"",,
2024-10-23 20:14:13,"Lower Body",34m,"Leg Press",2,120.0,7,0,0,,,9
2024-10-23 20:14:13,"Lower Body",34m,"Leg Press",3,120.0,9,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Leg Press",4,120.0,9,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Seated Leg Curl (Machine)",1,23.0,10,0,0,"",,
2024-10-23 20:14:13,"Lower Body",34m,"Seated Leg Curl (Machine)",2,43.0,7,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Seated Leg Curl (Machine)",3,43.0,6,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Seated Leg Curl (Machine)",4,43.0,6,0,0,,,
2024-10-23 20:14:13,"Lower Body",34m,"Standing Calf Raise (Dumbbell)",1,15.0,9,0,0,"",,
2024-10-23 20:14:13,"Lower Body",34m,"Standing Calf Raise (Dumbbell)",2,15.0,6,0,0,,,
2024-10-24 18:48:42,"Upper",33m,"Lat Pulldown (Cable)",1,45.0,10,0,0,"","",
2024-10-24 18:48:42,"Upper",33m,"Lat Pulldown (Cable)",2,72.5,9,0,0,,,
2024-10-24 18:48:42,"Upper",33m,"Lat Pulldown (Cable)",3,72.5,6,0,0,,,
2024-10-24 18:48:42,"Upper",33m,"Lat Pulldown (Cable)",4,66.0,10,0,0,,,
2024-10-24 18:48:42,"Upper",33m,"Chest Press (Machine)",1,36.0,10,0,0,"",,
2024-10-24 18:48:42,"Upper",33m,"Chest Press (Machine)",2,50.0,10,0,0,,,
2024-10-24 18:48:42,"Upper",33m,"Chest Press (Machine)",3,58.0,6,0,0,,,
2024-10-24 18:48:42,"Upper",33m,"Chest Press (Machine)",4,58.0,5,0,0,,,
2024-10-24 18:48:42,"Upper",33m,"Seated Row (Cable)",1,63.0,9,0,0,"",,
2024-10-26 18:55:53,"Upper",44m,"Shoulder Press (Machine)",1,23.0,10,0,0,"","",
2024-10-26 18:55:53,"Upper",44m,"Shoulder Press (Machine)",2,45.0,6,0,0,,,
2024-10-26 18:55:53,"Upper",44m,"Shoulder Press (Machine)",3,38.5,10,0,0,,,
2024-10-26 18:55:53,"Upper",44m,"Shoulder Press (Machine)",4,38.5,9,0,0,,,
2024-10-26 18:55:53,"Upper",44m,"Lat Pulldown (Cable)",1,45.0,10,0,0,"",,
2024-10-26 18:55:53,"Upper",44m,"Lat Pulldown (Cable)",2,72.5,10,0,0,,,
2024-10-26 18:55:53,"Upper",44m,"Lat Pulldown (Cable)",3,72.5,8,0,0,,,
2024-10-26 18:55:53,"Upper",44m,"Chest Press (Machine)",1,36.0,10,0,0,"",,
2024-10-26 18:55:53,"Upper",44m,"Chest Press (Machine)",2,58.5,10,0,0,,,
2024-10-26 18:55:53,"Upper",44m,"Chest Press (Machine)",3,58.5,8,0,0,,,
2024-10-26 18:55:53,"Upper",44m,"Chest Press (Machine)",4,58.5,9,0,0,,,
2024-10-26 18:55:53,"Upper",44m,"Seated Row (Cable)",1,67.5,11,0,0,"",,
2024-10-26 18:55:53,"Upper",44m,"Seated Row (Cable)",2,69.0,10,0,0,,,
2024-10-26 18:55:53,"Upper",44m,"Seated Row (Cable)",3,69.0,10,0,0,,,
2024-10-29 17:03:28,"Upper",1h 16m,"Shoulder Press (Machine)",1,23.0,10,0,0,"","",
2024-10-29 17:03:28,"Upper",1h 16m,"Shoulder Press (Machine)",2,46.0,6,0,0,,,
2024-10-29 17:03:28,"Upper",1h 16m,"Shoulder Press (Machine)",3,38.5,11,0,0,,,
2024-10-29 17:03:28,"Upper",1h 16m,"Shoulder Press (Machine)",4,38.5,10,0,0,,,
2024-10-29 17:03:28,"Upper",1h 16m,"Lat Pulldown (Cable)",1,45.0,10,0,0,"",,
2024-10-29 17:03:28,"Upper",1h 16m,"Lat Pulldown (Cable)",2,72.5,9,0,0,,,
2024-10-29 17:03:28,"Upper",1h 16m,"Lat Pulldown (Cable)",3,72.5,8,0,0,,,
2024-10-29 17:03:28,"Upper",1h 16m,"Lat Pulldown (Cable)",4,66.0,10,0,0,,,
2024-10-29 17:03:28,"Upper",1h 16m,"Chest Press (Machine)",1,36.0,10,0,0,"",,
2024-10-29 17:03:28,"Upper",1h 16m,"Chest Press (Machine)",2,58.5,10,0,0,,,
2024-10-29 17:03:28,"Upper",1h 16m,"Chest Press (Machine)",3,58.5,8,0,0,,,
2024-10-29 17:03:28,"Upper",1h 16m,"Seated Row (Cable)",1,76.0,11,0,0,"",,
2024-10-29 17:03:28,"Upper",1h 16m,"Seated Row (Cable)",2,76.0,11,0,0,,,
2024-11-09 21:12:01,"Lower Body",41m,"Squat (Barbell)",1,20.0,10,0,0,"","",
2024-11-09 21:12:01,"Lower Body",41m,"Squat (Barbell)",2,65.0,5,0,0,,,
2024-11-09 21:12:01,"Lower Body",41m,"Squat (Barbell)",3,60.0,4,0,0,,,
2024-11-09 21:12:01,"Lower Body",41m,"Squat (Barbell)",4,50.0,9,0,0,,,6
2024-11-09 21:12:01,"Lower Body",41m,"Leg Extension (Machine)",1,29.0,8,0,0,"",,
2024-11-09 21:12:01,"Lower Body",41m,"Leg Extension (Machine)",2,57.0,9,0,0,,,
2024-11-09 21:12:01,"Lower Body",41m,"Leg Extension (Machine)",3,57.0,9,0,0,,,
2024-11-09 21:12:01,"Lower Body",41m,"Leg Extension (Machine)",4,57.0,9,0,0,,,
2024-11-09 21:12:01,"Lower Body",41m,"Seated Leg Curl (Machine)",1,23.0,10,0,0,"",,
2024-11-09 21:12:01,"Lower Body",41m,"Seated Leg Curl (Machine)",2,43.0,9,0,0,,,
2024-11-09 21:12:01,"Lower Body",41m,"Seated Leg Curl (Machine)",3,43.0,8,0,0,,,
2024-11-09 21:12:01,"Lower Body",41m,"Seated Leg Curl (Machine)",4,43.0,6,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Shoulder Press (Machine)",1,23.0,10,0,0,"","",
2024-11-10 16:08:18,"Upper",1h 34m,"Shoulder Press (Machine)",2,43.0,10,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Shoulder Press (Machine)",3,43.0,9,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Shoulder Press (Machine)",4,43.0,9,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Lat Pulldown (Cable)",1,45.0,10,0,0,"",,
2024-11-10 16:08:18,"Upper",1h 34m,"Lat Pulldown (Cable)",2,75.0,7,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Lat Pulldown (Cable)",3,75.0,7,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Lat Pulldown (Cable)",4,75.0,8,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Chest Press (Machine)",1,36.0,10,0,0,"",,
2024-11-10 16:08:18,"Upper",1h 34m,"Chest Press (Machine)",2,63.0,7,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Chest Press (Machine)",3,63.0,7,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Chest Press (Machine)",4,57.0,9,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Seated Row (Cable)",1,30.0,10,0,0,"",,
2024-11-10 16:08:18,"Upper",1h 34m,"Seated Row (Cable)",2,65.0,9,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Seated Row (Cable)",3,65.0,9,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Seated Row (Cable)",4,65.0,9,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Incline Bench Press (Dumbbell)",1,22.5,10,0,0,"",,
2024-11-10 16:08:18,"Upper",1h 34m,"Incline Bench Press (Dumbbell)",2,22.5,10,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Incline Bench Press (Dumbbell)",3,22.5,8,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Preacher Curl (Dumbbell)",1,10.0,10,0,0,"",,
2024-11-10 16:08:18,"Upper",1h 34m,"Preacher Curl (Dumbbell)",2,12.5,6,0,0,,,
2024-11-10 16:08:18,"Upper",1h 34m,"Preacher Curl (Dumbbell)",3,12.5,6,0,0,,,
2024-11-21 17:52:53,"Upper",29m,"Shoulder Press (Machine)",1,23.0,10,0,0,"","",
2024-11-21 17:52:53,"Upper",29m,"Lat Pulldown (Cable)",1,45.0,10,0,0,"",,
2024-11-21 17:52:53,"Upper",29m,"Chest Press (Machine)",1,36.0,10,0,0,"",,
2024-11-21 17:52:53,"Upper",29m,"Chest Press (Machine)",2,63.0,9,0,0,,,
2024-11-21 17:52:53,"Upper",29m,"Chest Press (Machine)",3,63.0,6,0,0,,,
2024-11-21 17:52:53,"Upper",29m,"Chest Press (Machine)",4,63.0,6,0,0,,,
2024-11-21 17:52:53,"Upper",29m,"Seated Row (Cable)",1,30.0,10,0,0,"",,
2024-11-21 17:52:53,"Upper",29m,"Seated Row (Cable)",2,65.0,10,0,0,,,
2024-11-21 17:52:53,"Upper",29m,"Seated Row (Cable)",3,65.0,11,0,0,,,
2024-11-21 17:52:53,"Upper",29m,"Seated Row (Cable)",4,65.0,10,0,0,,,
2024-11-25 16:55:46,"Upper",25h 44m,"Shoulder Press (Machine)",1,23.0,10,0,0,"","",
2024-11-25 16:55:46,"Upper",25h 44m,"Shoulder Press (Machine)",2,40.5,11,0,0,,,
2024-11-25 16:55:46,"Upper",25h 44m,"Shoulder Press (Machine)",3,40.5,11,0,0,,,
2024-11-25 16:55:46,"Upper",25h 44m,"Shoulder Press (Machine)",4,40.5,10,0,0,,,
2024-11-25 16:55:46,"Upper",25h 44m,"Lat Pulldown (Cable)",1,45.0,10,0,0,"",,
2024-11-25 16:55:46,"Upper",25h 44m,"Lat Pulldown (Cable)",2,76.0,7,0,0,,,
2024-11-25 16:55:46,"Upper",25h 44m,"Lat Pulldown (Cable)",3,76.0,6,0,0,,,
2024-11-25 16:55:46,"Upper",25h 44m,"Lat Pulldown (Cable)",4,70.0,7,0,0,,,
2024-11-25 16:55:46,"Upper",25h 44m,"Incline Bench Press (Dumbbell)",1,22.5,10,0,0,"",,
2024-11-25 16:55:46,"Upper",25h 44m,"Incline Bench Press (Dumbbell)",2,22.5,9,0,0,,,
2024-11-25 16:55:46,"Upper",25h 44m,"Incline Bench Press (Dumbbell)",3,22.5,9,0,0,,,
2024-11-25 16:55:46,"Upper",25h 44m,"Preacher Curl (Dumbbell)",1,10.0,10,0,0,"",,
2024-11-25 16:55:46,"Upper",25h 44m,"Preacher Curl (Dumbbell)",2,12.5,6,0,0,,,
2024-11-26 18:40:12,"Lower Body",41m,"Squat (Barbell)",1,20.0,10,0,0,"","",
2024-11-26 18:40:12,"Lower Body",41m,"Squat (Barbell)",2,30.0,10,0,0,,,
2024-11-26 18:40:12,"Lower Body",41m,"Squat (Barbell)",3,40.0,6,0,0,,,
2024-11-26 18:40:12,"Lower Body",41m,"Squat (Barbell)",4,40.0,4,0,0,,,6
2024-11-28 13:38:32,"Upper",1h 34m,"Shoulder Press (Machine)",1,23.0,10,0,0,"","",
2024-11-28 13:38:32,"Upper",1h 34m,"Shoulder Press (Machine)",2,43.0,11,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Shoulder Press (Machine)",3,43.0,9,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Shoulder Press (Machine)",4,43.0,10,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Lat Pulldown (Cable)",1,45.0,10,0,0,"",,
2024-11-28 13:38:32,"Upper",1h 34m,"Lat Pulldown (Cable)",2,75.0,9,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Lat Pulldown (Cable)",3,75.0,9,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Lat Pulldown (Cable)",4,75.0,6,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Chest Press (Machine)",1,36.0,10,0,0,"",,
2024-11-28 13:38:32,"Upper",1h 34m,"Chest Press (Machine)",2,63.0,10,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Chest Press (Machine)",3,63.0,6,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Chest Press (Machine)",4,63.0,7,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Seated Row (Cable)",1,30.0,10,0,0,"",,
2024-11-28 13:38:32,"Upper",1h 34m,"Seated Row (Cable)",2,65.0,9,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Seated Row (Cable)",3,65.0,10,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Seated Row (Cable)",4,65.0,8,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Incline Bench Press (Dumbbell)",1,25.0,7,0,0,"",,
2024-11-28 13:38:32,"Upper",1h 34m,"Incline Bench Press (Dumbbell)",2,25.0,6,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Incline Bench Press (Dumbbell)",3,25.0,8,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Preacher Curl (Dumbbell)",1,12.5,9,0,0,"",,
2024-11-28 13:38:32,"Upper",1h 34m,"Preacher Curl (Dumbbell)",2,12.5,7,0,0,,,
2024-11-28 13:38:32,"Upper",1h 34m,"Preacher Curl (Dumbbell)",3,12.5,7,0,0,,,
2024-11-29 14:36:25,"Lower Body",1h 10m,"Squat (Barbell)",1,20.0,10,0,0,"","",
2024-11-29 14:36:25,"Lower Body",1h 10m,"Squat (Barbell)",2,60.0,5,0,0,,,
2024-11-29 14:36:25,"Lower Body",1h 10m,"Squat (Barbell)",3,60.0,5,0,0,,,
2024-11-29 14:36:25,"Lower Body",1h 10m,"Squat (Barbell)",4,60.0,7,0,0,,,6
2024-11-29 14:36:25,"Lower Body",1h 10m,"Leg Press",1,100.0,7,0,0,"",,
2024-11-29 14:36:25,"Lower Body",1h 10m,"Leg Press",2,100.0,7,0,0,,,9
2024-11-29 14:36:25,"Lower Body",1h 10m,"Leg Press",3,100.0,6,0,0,,,
2024-11-29 14:36:25,"Lower Body",1h 10m,"Seated Leg Curl (Machine)",1,23.0,10,0,0,"",,
2024-11-29 14:36:25,"Lower Body",1h 10m,"Seated Leg Curl (Machine)",2,43.0,5,0,0,,,
2024-11-29 14:36:25,"Lower Body",1h 10m,"Seated Leg Curl (Machine)",3,43.0,6,0,0,,,
2024-11-29 14:36:25,"Lower Body",1h 10m,"Seated Leg Curl (Machine)",4,36.0,9,0,0,,,
2024-11-29 14:36:25,"Lower Body",1h 10m,"Standing Calf Raise (Dumbbell)",1,15.0,9,0,0,"",,
2024-11-29 14:36:25,"Lower Body",1h 10m,"Standing Calf Raise (Dumbbell)",2,15.0,8,0,0,,,
2024-11-29 14:36:25,"Lower Body",1h 10m,"Standing Calf Raise (Dumbbell)",3,0.0,12,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Shoulder Press (Machine)",1,23.0,10,0,0,"","",
2024-11-30 16:03:39,"Upper",1h 32m,"Shoulder Press (Machine)",2,46.0,6,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Shoulder Press (Machine)",3,43.0,10,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Shoulder Press (Machine)",4,43.0,6,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Lat Pulldown (Cable)",1,45.0,10,0,0,"",,
2024-11-30 16:03:39,"Upper",1h 32m,"Lat Pulldown (Cable)",2,75.0,9,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Lat Pulldown (Cable)",3,75.0,9,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Lat Pulldown (Cable)",4,75.0,8,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Chest Press (Machine)",1,36.0,10,0,0,"",,
2024-11-30 16:03:39,"Upper",1h 32m,"Chest Press (Machine)",2,63.0,8,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Chest Press (Machine)",3,63.0,9,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Chest Press (Machine)",4,63.0,5,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Seated Row (Cable)",1,30.0,10,0,0,"",,
2024-11-30 16:03:39,"Upper",1h 32m,"Seated Row (Cable)",2,65.0,8,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Seated Row (Cable)",3,65.0,10,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Seated Row (Cable)",4,65.0,10,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Incline Bench Press (Dumbbell)",1,25.0,6,0,0,"",,
2024-11-30 16:03:39,"Upper",1h 32m,"Incline Bench Press (Dumbbell)",2,25.0,7,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Incline Bench Press (Dumbbell)",3,25.0,6,0,0,,,
2024-11-30 16:03:39,"Upper",1h 32m,"Preacher Curl (Dumbbell)",1,12.5,9,0,0,"",,
2024-11-30 16:03:39,"Upper",1h 32m,"Preacher Curl (Dumbbell)",2,12.5,7,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Shoulder Press (Machine)",1,23.0,10,0,0,"","",
2024-12-03 13:47:40,"Upper",1h 31m,"Shoulder Press (Machine)",2,43.0,9,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Shoulder Press (Machine)",3,46.0,7,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Shoulder Press (Machine)",4,43.0,11,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Lat Pulldown (Cable)",1,45.0,10,0,0,"",,
2024-12-03 13:47:40,"Upper",1h 31m,"Lat Pulldown (Cable)",2,78.0,7,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Lat Pulldown (Cable)",3,78.0,6,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Lat Pulldown (Cable)",4,78.0,8,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Chest Press (Machine)",1,36.0,10,0,0,"",,
2024-12-03 13:47:40,"Upper",1h 31m,"Chest Press (Machine)",2,63.0,9,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Chest Press (Machine)",3,63.0,8,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Chest Press (Machine)",4,63.0,7,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Seated Row (Cable)",1,30.0,10,0,0,"",,
2024-12-03 13:47:40,"Upper",1h 31m,"Seated Row (Cable)",2,65.0,10,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Seated Row (Cable)",3,65.0,9,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Seated Row (Cable)",4,65.0,9,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Incline Bench Press (Dumbbell)",1,25.0,6,0,0,"",,
2024-12-03 13:47:40,"Upper",1h 31m,"Incline Bench Press (Dumbbell)",2,25.0,7,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Incline Bench Press (Dumbbell)",3,25.0,8,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Preacher Curl (Dumbbell)",1,12.5,9,0,0,"",,
2024-12-03 13:47:40,"Upper",1h 31m,"Preacher Curl (Dumbbell)",2,12.5,7,0,0,,,
2024-12-03 13:47:40,"Upper",1h 31m,"Preacher Curl (Dumbbell)",3,12.5,6,0,0,,,
2024-12-04 16:33:31,"Lower Body",1h 28m,"Squat (Barbell)",1,20.0,10,0,0,"","",
2024-12-04 16:33:31,"Lower Body",1h 28m,"Squat (Barbell)",2,60.0,5,0,0,,,
2024-12-04 16:33:31,"Lower Body",1h 28m,"Squat (Barbell)",3,60.0,7,0,0,,,
2024-12-04 16:33:31,"Lower Body",1h 28m,"Squat (Barbell)",4,60.0,6,0,0,,,6
2024-12-04 16:33:31,"Lower Body",1h 28m,"Leg Press",1,100.0,8,0,0,"",,9
2024-12-04 16:33:31,"Lower Body",1h 28m,"Leg Press",2,100.0,9,0,0,,,10
2024-12-04 16:33:31,"Lower Body",1h 28m,"Leg Press",3,100.0,9,0,0,,,
2024-12-04 16:33:31,"Lower Body",1h 28m,"Seated Leg Curl (Machine)",1,29.0,16,0,0,"",,
2024-12-04 16:33:31,"Lower Body",1h 28m,"Seated Leg Curl (Machine)",2,36.0,12,0,0,,,
2024-12-04 16:33:31,"Lower Body",1h 28m,"Seated Leg Curl (Machine)",3,43.0,9,0,0,,,
2024-12-04 16:33:31,"Lower Body",1h 28m,"Romanian Deadlift (Barbell)",1,15.0,10,0,0,"",,
2024-12-04 16:33:31,"Lower Body",1h 28m,"Romanian Deadlift (Barbell)",2,30.0,10,0,0,,,
2024-12-04 16:33:31,"Lower Body",1h 28m,"Romanian Deadlift (Barbell)",3,30.0,10,0,0,,,
2024-12-04 16:33:31,"Lower Body",1h 28m,"Romanian Deadlift (Barbell)",4,30.0,10,0,0,,,
2024-12-04 16:33:31,"Lower Body",1h 28m,"Leg Extension (Machine)",1,36.0,12,0,0,"",,
2024-12-04 16:33:31,"Lower Body",1h 28m,"Leg Extension (Machine)",2,36.0,14,0,0,,,
2024-12-04 16:33:31,"Lower Body",1h 28m,"Leg Extension (Machine)",3,43.0,11,0,0,,,
2024-12-05 15:37:01,"Upper",48m,"Lat Pulldown (Cable)",1,45.0,10,0,0,"","",
2024-12-05 15:37:01,"Upper",48m,"Lat Pulldown (Cable)",2,78.0,7,0,0,,,
2024-12-05 15:37:01,"Upper",48m,"Lat Pulldown (Cable)",3,78.0,6,0,0,,,
2024-12-05 15:37:01,"Upper",48m,"Lat Pulldown (Cable)",4,78.0,8,0,0,,,
2024-12-05 15:37:01,"Upper",48m,"Chest Press (Machine)",1,36.0,10,0,0,"",,
2024-12-05 15:37:01,"Upper",48m,"Chest Press (Machine)",2,60.0,8,0,0,,,
2024-12-05 15:37:01,"Upper",48m,"Chest Press (Machine)",3,70.0,8,0,0,,,
2024-12-05 15:37:01,"Upper",48m,"Chest Press (Machine)",4,70.0,8,0,0,,,
2024-12-05 15:37:01,"Upper",48m,"Seated Row (Cable)",1,30.0,10,0,0,"",,
2024-12-05 15:37:01,"Upper",48m,"Seated Row (Cable)",2,60.0,12,0,0,,,
2024-12-05 15:37:01,"Upper",48m,"Seated Row (Cable)",3,80.0,12,0,0,,,
2024-12-05 15:37:01,"Upper",48m,"Seated Row (Cable)",4,80.0,10,0,0,,,
2024-12-05 15:37:01,"Upper",48m,"Incline Bench Press (Dumbbell)",1,25.0,6,0,0,"",,
2024-12-05 15:37:01,"Upper",48m,"Incline Bench Press (Dumbbell)",2,25.0,7,0,0,,,
2024-12-05 15:37:01,"Upper",48m,"Incline Bench Press (Dumbbell)",3,25.0,8,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Shoulder Press (Machine)",1,23.0,10,0,0,"","",
2024-12-07 14:49:31,"Upper",1h 27m,"Shoulder Press (Machine)",2,43.0,9,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Shoulder Press (Machine)",3,50.0,6,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Shoulder Press (Machine)",4,46.0,9,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Lat Pulldown (Cable)",1,45.0,10,0,0,"",,
2024-12-07 14:49:31,"Upper",1h 27m,"Lat Pulldown (Cable)",2,78.0,6,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Lat Pulldown (Cable)",3,78.0,6,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Lat Pulldown (Cable)",4,78.0,6,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Chest Press (Machine)",1,36.0,10,0,0,"",,
2024-12-07 14:49:31,"Upper",1h 27m,"Chest Press (Machine)",2,63.0,6,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Chest Press (Machine)",3,63.0,8,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Chest Press (Machine)",4,63.0,6,0,0,,,
